"SKU","DESCRIPTION","SKU_FAMILY","BOX_CODE"
"YY11Y","ASSY,KYBD,TC,BLK,NBL,JPN,N3","Keyboard/Mouse",""
"NJ19N","BASE,8U,CHAS,BLDE,W/SW,DCX4S","Mechanical",""
"RP20R","CUS,SERV,SMTN37ERP,LA/AP,ON24X","Miscellaneous",""
"JJ33J","CRD,CNTL PNL,8/16HD,T430","Control Panel",""
"4C104","CUS,INFO,MAINT,SMPA,DLO,F","Miscellaneous",""
"F328F","CUS,CRD,CTL,PERC H710,LP,C8000","Controller Card",""
"7J177","CUS,SW,OFCHS-2013,EMEA","SW",""
"X629X","ASSY,BASE,8F/2R+SR,IW,7010,LNX","Base Unit",""
"26712","ASSY,CHAS,HPLG,PE840","Mechanical",""
"1C591","ASSY,CARR,HD,SAS,UNIV,1IN","Mechanical",""
"RK75R","ASSY,KYBD,W/PR,NFP,FR,BLACK,B","Keyboard/Mouse",""
"74327","KIT,SW,W7S32,KOR,SNPC","SW","Envelope"
"71217","MOD,SW,WS8XD2,FI,SPN","SW",""
"06100","KIT,MEDIA,DVD,RDVD,XPS,730","Miscellaneous",""
"2J882","CUS,ADPT,65W,2M,FLEX,CVD,US","Adapter",""
"CJ81C","ASSY,PLMRST,US,4,FP+SC,W,7400V","Palmrest",""
"9D139","MOD,ASSY,BASE,SU9400,TAA,E4200","Miscellaneous",""
"1V791","KIT,DS,SPR,E-SRS,210,DAO","Port Replicator",""
"YK68Y","ASSY,BASE,PTR,LV,TAA,B5460DN","Base Unit",""
"W263W","PWA,PLN,NBK,Q3,I7T4,N-V,5550","Motherboards","4U500"
"WM47W","BZL,LCD,PLSTC,N4010","Plastics","4U500B"
"99589","MOD,INFO,UPG,GAL-OLBU-PK,1-R","Miscellaneous",""
"1R101","ASSY,PWA,PLN,I7-8565U,16G,7390","Motherboards","4U500"
"97689","SUBASSY,HD,100G,72,M72,D610","HDD",""
"79797","SI,840401,MOD,IMG,WXP,BCC","Miscellaneous",""
"HC25H","ASSY,PWA,NBK,I5-2430M,1G,L511Z","Motherboards","4U500"
"7T617","KIT,SW,PDVD,8.2,BD-P,TT,EXT","SW","Envelope"
"CD59C","ASSY,BASE,DIS,UP2716D,KOR","FPD",""
"66716","CORD,PWR,125V,13A,2M,C13,US","Cable","Envelope"
"5P775","CTRG,INK,DELL9,MK933,CLR,RFRB","Mechanical",""
"05770","BASE,SV,FS12,FI,DCS","Base Unit",""
"90309","SI,777998,MOD,IMG,WXP,BCC","Miscellaneous",""
"WR17W","KIT,DS,DTDOCK,UAE,EMEA,GEN1","Port Replicator",""
"18801","SUBASSY,HD,20GB,4.2K,MRGP,ABCS","HDD",""
"CJ36C","SVC,PRC,E74830V2,2.2,IVY,D1","PRC",""
"3W263","CVR,NO FP/SC/NFC,5285","Cover",""
"F636F","ASSY,HD,500,NL,7.2K,MSK,FRU","HDD","H1053"
"71337","PWA,PLN,DSC,TPM,BCC,E6430","Motherboards",""
"W857W","ASSY,PWA,PLN,M620,TRPM,V3","Motherboards",""
"5R315","CUS,LKEY,SMPA,10000-DLR,SW","Miscellaneous",""
"74837","BZL,PLSTC,FT,DVD,TSHBA,MOS","Plastics",""
"18491","FD,1.44M,F3,3MD,NBZ,TEAC","Miscellaneous",""
"19851","MOD,BTRY,PRI,56WHR,6C,SANYO","Battery",""
"VT54V","SVC,PLN,DTP,I7-4510U8,9333,W8H","Motherboards",""
"HW23H","SVC,PLN,3360M,TPM,E6230,V2,W8H","Motherboards",""
"13351","CAGE,PWR SPLY,INT,P4100/P6100","Mechanical",""
"34273","CUS,DIMM,128,133M,16X72,4K,BCC","Memory",""
"06120","SVC,PRC,345,CPDN,G1","PRC","GKCMD"
"G241G","ASSY,BASE,SVC,CHI-S,B1163","Base Unit",""
"91799","SVC,PRC,2.8G,NTWD,533,DIM4550","PRC",""
"5T285","ASSY,CRD,PLN,ANW-DT,CML,R12","Motherboards","GKCMD"
"0M540","SI,KIT,DOC,DSK,EWS,1147-20-G5","Miscellaneous",""
"RH63R","ASSY,LCD,14FHD,TS/BRKT,5402","HUD","4U500"
"JF80J","ASSY,BASE,32/4,7020,GPX,WIE10","Base Unit",""
"91799","CUS,PWA,RSR,SV,PE2950,LF,PCIX","Motherboards",""
"4M364","ASSY,BASE,I5,DTP,NF,PC,7214","Base Unit",""
"7P597","MOD,CBL,SAS,6IR,MDLR,CBL,HDD","Miscellaneous",""
"VR25V","FGA PROXY,PH2A81B,BTO","Base Unit",""
"XK65X","ADPT,AC,36W,12V,DOE6,THNC","Adapter",""
"49154","SVC,OS,MCE05U,MRI-KIT,DUT,DIM","Miscellaneous",""
"2P352","CORD,PWR,220V,6F,AC,3W\3P,ITL","Cable","Envelope"
"3J913","BMPR,SPRT,BTM,SCR,RT,RBR,910","Mechanical",""
"HT76H","CUS,CTRG,TONR,20K,MGTA,7130CDN","Miscellaneous",""
"70267","SUBASSY,HD,100,5.4,MRGPS,M90","HDD",""
"KH11K","KYBD,83,KOR,BLK,EMD3","Keyboard/Mouse","1W217"
"64986","SI,975622,INFO,LBL,MED,BCC","Miscellaneous",""
"63486","SVC,PRC,550,SKT-T,THRMGRS","PRC","GKCMD"
"49854","SHIP,MP3,US,MINGUS,DAO","Miscellaneous",""
"0X380","CUS,LKEY,VCVT,DRO,LIC,3YR","Miscellaneous",""
"95739","KIT,SW,W95,ENG,F3,CP","SW","Envelope"
"WN32W","CBL,PWR,NPDB,HPLG,ZEUS","Cable","Envelope"
"98179","MOD,SW,3R2SBP,INSTAL,FR","SW",""
"TC76T","BTRY,PRI,51WHR,4C,3YRW,SIMPLO","Battery",""
"J839J","PRC,SKL-XR,I9-9920X,12C,3.5G","PRC","GKCMD"
"4P354","MOD,BTRY,PRI,56WHR,6C,SIMPLO","Battery",""
"4K884","ASSY,CVR,BK,PIC,YOUTH,PLPS","Cover",""
"9V169","CORD,PWR,250V,16A,12FT,AS/C19","Cable","Envelope"
"X234X","ASSY,BASE,DIS,30,UP3017Q,DAO,R","FPD",""
"MK32M","ASSY,HTSNK,UMA,LAT,7400V","Heatsink","1W217"
"88628","ASSY,PLT,FRT,PE2850","Mechanical",""
"WC78W","MOD,MDM,MBLBB,DW5540,INSP,SWE","Miscellaneous",""
"14211","KIT,CDSK,SW,TB,VRTS,SV,5.2","SW",""
"06140","KYBD,ANW,102,TUR,EMF,A/V/QSM","Keyboard/Mouse",""
"C679C","AW,TSH,W7U64,USB,8G,WW,ENG","Miscellaneous",""
"46264","CORD,PWR,250V,BRAZ,EMC","Cable",""
"77517","KIT,TB,36/72G,HH,EXT,NC,DAT72","TBU",""
"2D562","KIT,SW,NIS,2K8,15MTH,SPN","SW",""
"HR59H","ASSY,PWA,DTRBD,LAN,10/100,A7","DB","4U500"
"2P502","MOD,SW,OFCPRO-2K7,ANW,TCHK","SW",""
"8X538","SVC,ASSY,PWA,PLN,1G,DISCR,1564","Motherboards",""
"C838C","PWA,DTRBD,XPRS,1546","DB","GKCMD"
"02970","SVC,PWA,PENT,4GB,M,JNCT,W8P","Motherboards",""
"83858","SI,CUS,CRD,PCI,TRANS,#6L","Card",""
"33723","CUS,CASE,CRYG,NYL,XLGE,INS/LAT","Miscellaneous",""
"RF30R","FGA PROXY,PH1251B,BTO","Base Unit",""
"5K115","ASSY,XCVR,XFP,10G,40KM,JDS","Adapter",""
"D186D","LBL,REG,NBK,BCC,1014","Miscellaneous",""
"R981R","HD,6T,NL6-E,7.2K,3.5,S-MKA,E/P","HDD","H1053"
"G262G","CRD,NTWK,QLGC,OCP3,10G,4P,BT","Network Card",""
"08470","SI,MSE,PS2,F8E814-OPT,D+W","Keyboard/Mouse",""
"TR49T","LBL,REG,WRLES,1030,CNB,WW","Miscellaneous",""
"29572","DIMM,128,400M,16X72,8K,ECC,184","Memory","GKCMD"
"KC58K","SVC,PWA,I3-4010U,U,3540,W8P","Motherboards",""
"42474","SI,864401,SRV,SW,ICON,WXP,BCC","SW",""
"30423","ASSY,BZL,FRT,USFF,9020,HF","Plastics","4U500"
"M212M","MOD,STND,EASEL,BLK,19.5,BLK","Miscellaneous",""
"XM76X","KIT,MECH,FPC+BP,SATA/PCIE,M640","Mechanical",""
"6P326","INFO,RYLTY,NERO,9,ANW","Miscellaneous",""
"W577W","ASSY,LBL,15K,600GB,HD,SAS","Miscellaneous",""
"02250","SI,MOD,CRD,CTL,IDE,LSI,ATA100","Controller Card",""
"2V402","SVC,PWA,N270,WLAN,SIM,1011","Motherboards",""
"CR67C","KIT,CVR,LCD,SLVR,TOUCH,5537","HUD",""
"96449","KIT,SW,OVPK,WXPP,CDWD,ENG,A02","SW",""
"2W702","FGA PROXY,PH42A3B,BTS","Base Unit",""
"ND46N","CRD,NTWK,PCI,KILLER,BLKJAC","Network Card","1W217"
"X169X","ASSY,PWA,I7-8650,V,16,DTP,9370","Motherboards",""
"NY37N","MOD-SRV,SW,VOSTRO,WINERY15","SW",""
"XC87X","MOD,CRD,NTWK,DW1525,BIZ,FH,ROW","Card",""
"5W415","KIT,MSE/KYBD,WRLES,US,KM714,M","Keyboard/Mouse","1W217"
"5K825","SI,G4RS17,ASSY,DIS,FPL,E228WFP","HUD",""
"CG37C","ASSY,BASE,DIS,U2421HE,KOR","FPD",""
"83688","DIAG,3.03,F5,DSK,US,DELLDIAG","Miscellaneous",""
"40224","SUBASSY,CD,650M,VAS,TEAC,M2,V2","Miscellaneous",""
"XR75X","LBL,REG,ANW-DT,AH10,FXCN","Miscellaneous",""
"7M737","SI,B6S311,MOD,DVD,RSTR,DMS,BCC","Card",""
"WC87W","CVR,BTM,PLSTC,LAT,ST","Cover","4U500B"
"96189","KIT,CDSK,DRVR,DOC,RCD,NSRS,PWS","SW","Envelope"
"32823","CUS,DIMM,128,133M,16X72,4K,BCC","Memory",""
"25822","SI,KIT,CRD,PCI,SB5.1,CRTVLB","Card",""
"84108","GDE,OWNR,XPS-M1210,ITL","Mechanical",""
"81268","SI,MOD,CDRW,S,650M,INT,PE2500","Miscellaneous",""
"67656","ASSY,BASE,NBK,UMA,1520","Base Unit",""
"13191","ASSY,HTSNK,XNPAX,TMD,PWS","Heatsink",""
"WF77W","BZL,LCD,15.0,LONS,V2","Plastics",""
"D961D","SCR,M3X10.8MM,FLH,MS,NYL","Mechanical","Envelope"
"HJ63H","MOD,SHP MTL,NBK,LGE,POITIER","Miscellaneous",""
"69356","PLCMT,STUP,ENG-HEB,2330","Mechanical",""
"28322","ASSY,DRWR,PTR,BS,W/O-TRAY,1720","Miscellaneous",""
"44504","CUS,BRKT,VESA,MOUNT,CLEARWATER","Miscellaneous",""
"ND13N","ASSY,HDL,RIGID,11.6 TAB,RGD","Miscellaneous","H1053"
"T297T","ASSY,KYBD,81,GER,RED,7359","Keyboard/Mouse",""
"80418","PTR,IJ,ITH,DJ3320,USB","Miscellaneous",""
"6R856","FGA PROXY,PH213AD,BTS","Base Unit",""
"F982F","TLA,XPS DT 2720,BTO","Miscellaneous",""
"5J345","ASSY,CBL,MB,RSR1B,NOBP,C6520","Cable","Envelope"
"71627","BASE,MSMT,P4PD,531,5100,NPFC","Base Unit",""
"0E820","OTLT,PWR STP,3,110V","Miscellaneous",""
"KP75K","SVC,PWA,PLN,,I7-4550U,1.5G,W8H","Motherboards",""
"22412","MOD,SW,PDVD,5.1,DIM","SW",""
"84378","SVC,ASSY,CD,INT,I,10X,LXPICD","Miscellaneous",""
"VY45V","PLUG,DKH,AUS,G3,F/S","Mechanical",""
"YV24Y","ASSY,CVR,LCD,GARY,V15 INT","HUD",""
"WK14W","MOD,CDRW,FD,4X,KME,VOPT,I7500","Miscellaneous",""
"D276D","CARR,HD,3.5,2LED,X3.5/X5/X6,CE","Mechanical","H1053"
"04140","RMT-CNTRL,DMX,DIM,INSP","Miscellaneous",""
"T653T","ASSY,CBL,PNL,PWR,LG,5470 AIO","Cable",""
"19521","SUBASSY,HD,60G,5.4K,ARSB,630M","HDD",""
"39333","KIT,SPKR,220V,NMB,AS501PA,CCC","Miscellaneous",""
"00260","CVR,HTSNK,TOP,PLSTC,P6850","Cover",""
"20182","PWA,PLN,U,T,I7-8565U,3400,B","Motherboards","4U500"
"K818K","PWA,PLN,U,VI5-1145G7,8GWL,7X,T","Motherboards","4U500"
"89648","FD,3H,F3,HH,NN,SONY,MPF520,WHT","Miscellaneous",""
"2X902","KYBD,105,SWI,BB,KB216B,DF","Keyboard/Mouse",""
"95229","BRKT,PLSTC,FRONT,FAN,XPS,730","Mechanical",""
"Y297Y","CRD,CTL,MODLS,CORE,DCX4S","Card","1W217"
"75367","KIT,CBL,TSH,PV22XS,12M,W2N,V2","Cable","CFX79"
"GK88G","KYBD,82,US,ENG,M14ISFB","Keyboard/Mouse","1W217"
"61826","GDE,GETS,MDXXXX,DAO/BCC","Mechanical",""
"7G117","OVKT,WS8FE,BPOR","Miscellaneous",""
"90329","SFT,XFR,ARM,PIVOT","Mechanical",""
"9K169","SVC,LCD,14.0HDF,WLED,AG,3460,1","LCD",""
"J436J","CRD,GRPHC,1G,OUGA10,LP,BCC","Card","D237D"
"2U552","SUBASSY,DVD,4X-LS120,TSHBA,I75","Miscellaneous",""
"5H955","DIS,FPL,22,2208WFPF,BLK,KOR","FPD",""
"FW75F","ASSY,KYBD,83,NORW,M14ISFBP","Keyboard/Mouse",""
"9X929","ASSY,CVR,LCD,W/AN,GRY,V3480/1","HUD",""
"3N323","SI,G4460D,MOD,INFO,SW","Miscellaneous",""
"68306","PWA,PLN,486,4XX/ME,MDT,U","Motherboards",""
"78417","DVD,680M,16X,I,F5,LTON,01,V4","Miscellaneous","Envelope"
"76847","ASSY,CD,SFX,24X,SMSNG,OMHA,V4","Miscellaneous","Envelope"
"55945","SI,BE413-01,SRV,GST,W2K,D600","Miscellaneous",""
"8C888","BASE,MCSF,A64,1640B,2.7,740M,E","Base Unit",""
"57705","KIT,DS,CDOCK2V.3,DAO","Port Replicator",""
"FY37F","BRKT,REAR,MN,1U,SFF,V2","Mechanical",""
"6D376","CUS,RAIL,RACK,PV200S","Mechanical",""
"YC94Y","MOD,SERV,SMTN,4948,LA/AP,ON24X","Miscellaneous",""
"9P209","ASSY,PLMRST,S,JPN,KB,BL,N13","Palmrest",""
"MY42M","ASSY,BRKT,ODD,E/C","Mechanical",""
"62956","SCR,2MMX3MM,PHH,MS,NON,LXP B8","Mechanical","Envelope"
"WJ87W","KIT,KYBD,USB,DUT,KG900,RTL,PKG","Keyboard/Mouse",""
"9H109","CUS, ASSY,CBL,PRJCTR,CEA,0.8M","Cable",""
"90679","SI,725602,MOD,IMG,W2K,BCC","Miscellaneous",""
"HR63H","ASSY,PLMRST,MN-BLU,N515,BUL,NB","Palmrest",""
"7U157","HNG,BLCK,MAG,NBK,I5000","Miscellaneous",""
"56105","DSK,DRVR,MDM,NT4,WINMDM/PNP","SW",""
"55575","CORD,PWR,120V,4MTR,FPR,US","Cable","Envelope"
"81978","PWA,PLN,SFF,TRPM,5000,FSJ","Motherboards",""
"CW64C","SI,EMEA,GTX980,GRPH,10J20","Miscellaneous",""
"63876","CRD,NTWK,MMEZZ,DP,FC16,EMULEX","Network Card","1W217"
"4F314","PRC,GLK,2C,CEL,N4000, 2.4GHZ","PRC",""
"P559P","CVR,KIT,UDL,V525/725W,FR,SPN","Cover",""
"39973","OVKT,WS8SE,GER","Miscellaneous",""
"5R285","SSDR,3.8T,NVME,2.5,9300,PRO,Z","SSDR","GKCMD"
"22182","ASSY,CBL,HD,LED,R300","Cable","Envelope"
"39483","BASE,X30,312MHZ,FR,DAO","Base Unit",""
"26792","KYBD,87,HUN,S-PTG,BNTS","Keyboard/Mouse","1W217"
"YR29Y","ASSY,ENCL,VGA,10HDD,R440","Mechanical",""
"RG39R","MOD,CD,CDRW,LTON,40/8X,I,PWSX2","Miscellaneous",""
"9K339","ASSY,CBL,BATTERY,E5550/5550","Cable","Envelope"
"F995F","SVC,PLN,PEN3540,TLP,BTM,W8.1P","Motherboards",""
"KT41K","ASSY,KYBD,W/O FP,4C,BL,GRE","Keyboard/Mouse",""
"7P667","ASSY,FSD,SDIG,16G,MCR,VFLSH,KG","Memory","GKCMD"
"M321M","ASSY,CRD,PLN,NTPM,FC420","Motherboards",""
"GP24G","ASSY,KYBD,TC,GRAY,BL,BRA,N3","Keyboard/Mouse",""
"4P754","CBL,SER,RAP-3,1.5-MTR","Cable","Envelope"
"6P376","ASSY,PWA,PLN,I7-4500U,2,5437,B","Motherboards","4U500"
"KY69K","SVC,MISC,SENSOR,INPUT,S5840","Miscellaneous",""
"74967","CUS,INFO,UPG,G-OLBU-UX-T1,1-R","Miscellaneous",""
"7W597","SI,MOD,CRD,GRPHC,PCIE,1GB,GTX","Card",""
"P240P","ASSY,CBL,S300,S1,8HD,R510","Cable","Envelope"
"7W967","PWR SPLY,870W,RDNT,EMSN,V3","PWR SPLY","4U500B"
"1T461","KYBD,85K,BLACK,GER,XX0M","Keyboard/Mouse",""
"5D605","MOD,SW,MCAF,9,36MTH,NORW,XLOB","SW",""
"YY15Y","ASSY,CRD,PLN,ANW-DT,V2,AURORA","Motherboards","GKCMD"
"X689X","ASSY,PWA,IO,W/MZR,R810,STPM,V2","Motherboards",""
"TG90T","DVD+/-RW,8X,9.5,SATA,TRAY,PLDS","Miscellaneous",""
"T796T","CRD,NTWK,PCIE,SFPP,2P,OPT,EMC","Network Card","1W217"
"J566J","OVKT,WS8EE,SP2,SCHI","Miscellaneous",""
"0J300","ASSY,BASE,DIS,P2423DE,ANZ","FPD",""
"8X298","ASSY,KYBD,W/PLMRST,TCHI,BI,15R","Keyboard/Mouse",""
"DT56D","CBL,I/O,USB/MICRO,USB,MID","Cable","Envelope"
"2C872","SI,MOD,SW,MCFVS,V3.0,CD","SW",""
"41694","SSDR,1.6T,2E,FS12,2.5,T-4WI,EP","SSDR",""
"R163R","SVC,ASSY,CRD+CBL,BLTH,RMA","Card",""
"3X153","ASSY,CBL,USB,3.0,500MM","Cable","Envelope"
"HR79H","MOD,STNG,MGMT,ME,LOCKOUT,E6520","Miscellaneous",""
"5C425","CUS,DS,E-SPR,130,ARG,BCC","Port Replicator",""
"NK13N","ASSY,LCD,SRVC,HD,WM,WLAN,RED","HUD","4U500"
"27642","SVC,LCD/CBL/INV,TFT,SHARP,CP","LCD",""
"T626T","ASSY,KYBD,PMRST,BRAZ,MN4,S BL","Keyboard/Mouse","4U500B"
"TJ24T","KYBD,80,ARA,M18NSC-UBS","Keyboard/Mouse",""
"7C457","HD,2.1GB,I,F3,1IN,NN,MXTLT","HDD",""
"01380","KIT,TB,80/160G,NN,EXT,110T,V2","TBU",""
"25892","CRD,PLN,DIM2400/160L,FOX,A/V/N","Motherboards",""
"60386","SVC,PWR SPLY,RSR,GN,HM,EUR","Miscellaneous",""
"RC49R","SVC,PRC,700,W/HTSNK,XPS-TXXXr","PRC",""
"13131","INSTR,BADGE-TO-MND,755","Miscellaneous",""
"NV34N","ASSY,BASE,32F/4R,SP,7010,8,FR","Base Unit",""
"01700","KIT,TB,200GB,EXT,LTO2-LC,V3","TBU",""
"T469T","SVC,MISC,FRAME,ASSY,TOP,G-G","Miscellaneous",""
"43934","DIMM,512,400M,64X64,F6660,BCC","Memory",""
"57705","LBL,FASCIA,POWEREDGE,EMS 1634","Miscellaneous",""
"00930","BTN,REL,HDL,2.5","Mechanical",""
"K172K","CBL,U2,2,SSD FAN,CENTAURI R2","Cable",""
"3G673","KIT,SW,VHB32SP1,DVD,FR,EMRP","SW","Envelope"
"KF89K","FGA,INSP LPT 5523,BTS","Base Unit",""
"TD67T","SVC,MISC,REGI,CLUTCH,B2375X","Miscellaneous",""
"CJ12C","KIT,KYBD,83,N-EEUR,7350","Keyboard/Mouse",""
"72427","ASSY,CDRW/DVD,48X,HH,TSST,ULD","Miscellaneous","Envelope"
"YJ23Y","ASSY,CBL,1P,STD,REAR,R6525,V2","Cable","Envelope"
"04840","ASSY,PWA,HD-BAY,1X2,P2600,UPD","Motherboards",""
"DT77D","KIT,MSE,WRLES,APJ,WM126,RED","Keyboard/Mouse","Envelope"
"18711","SVC,HNG,MET,LCD,1520/1521","Miscellaneous",""
"JM71J","SVC,PLN,AIO,MB,UMA,I5,W8H","Motherboards",""
"0G790","CUS,CRD,GRPHC,OPGA6,LP","Card",""
"46484","CUS,CDRW/DVD,48X,SONY,PWS,BLK","Miscellaneous",""
"PV76P","ASSY,PWA,USB,W/CBL,SILVER","Motherboards","GKCMD"
"8N138","PWR SPLY,300EPA,FXCN,LITEON","PWR SPLY",""
"1N451","ASSY,CBL,I/O,USB 3.0,1.8M,BLK","Cable","CFX79"
"HN27H","ASSY,ANT,WLAN,1012","Mechanical",""
"K716K","CLMP,CBL,PWR SPLY,8500","Mechanical",""
"T383T","ASSY,PLMRST,SC,GMLK12","Palmrest","4U500B"
"78807","DIS,FPL,19,E198FPF,BLK,DAO","FPD",""
"N794N","ASSY,KYBD,W/PLMRST,FR,BL","Keyboard/Mouse",""
"2Y132","KIT,MEDIA,DVD,RDVD,ANW13","Miscellaneous",""
"45464","CTRG,INK,EPSN,TO60320,MGTA,RFR","Mechanical",""
"61146","ASSY,MECH,RSR2,PCIE,3930R","Mechanical","Envelope"
"62586","KIT,DS,W/CORD,D/PORT,SAF","Port Replicator",""
"JP71J","SVC,PLN,TRPM,I3-6100,4G","Motherboards",""
"8M118","SSDR,128G,S3,7MM,SNDSK,X600","SSDR","GKCMD"
"0E860","NUT,HEX,4-40X6.5MM,INT-TLW,ZPS","Mechanical",""
"81358","SI,KIT,HDD,BACKUP,PCMCIA,K40G","HDD",""
"16601","MOD,MDM,DFAX,CHER,PWS,ULD,IDA","Miscellaneous",""
"2H242","KIT,KYBD,105,USB,TUR,JSCK,W8","Keyboard/Mouse",""
"89618","SVC,ASSY,PWA,915GM,D510","Motherboards",""
"1Y551","DIS,FPL,21.5,P2214H,CCC4","FPD",""
"5P315","SUBASSY,HD,FA,600G,SAS,10K,3.5","HDD",""
"09980","CBL,SATA,2TP,26G,2GND,28G,SHLD","Cable",""
"2H792","ASSY,KYBD,W/PLMRST,UKR,G17","Keyboard/Mouse",""
"7V827","HD,1.0T,722N,IS12,2.5,S-AV,EC","HDD","GKCMD"
"67526","ASSY,CBL,INTFC,CNTL,USB,SC1425","Cable","Envelope"
"DM11D","ASSY,PWA,PLN,I5-6200U,2,T SKL","Motherboards","4U500"
"23822","TB,70GB,DLT7000,NN,INT,V97/V2","TBU",""
"20642","MOD-FCTNL,SV,PER900","Miscellaneous",""
"43774","MOD,INFO,UPG,CC-ENCRYPTION,1YR","Miscellaneous",""
"N071N","ASSY,PLMRST,GRY,GE,FR-EN-O,T/A","Palmrest",""
"CT53C","SVC,PWA,NBK,I3-2367 3360","Motherboards",""
"10471","FUSE,15A,250V,FAST-BLO,AXIAL","Miscellaneous",""
"35443","FGA PROXY,PH3747B,BTS","Base Unit",""
"40164","PRC,80532K,3.2GHZ,1M,533,M0","PRC","GKCMD"
"T542T","STND,FIX,BLACK,3275/77","Miscellaneous",""
"53795","MOD,SW,WXPP,GER,INSP,EMEA","SW",""
"7P757","ASSY,CVR,FRAME,LCD,TV,1019","HUD",""
"WP36W","BRKT,ODD,MPWS,M4700/M6700","Mechanical",""
"JX56J","SSDR,NVRII,7.68TB,U.2,CM6","SSDR","GKCMD"
"1C471","CON,TERM,PIN,F,1.4MM,G","Mechanical",""
"FC16F","KYBD,86,HEB,S11S","Keyboard/Mouse",""
"N418N","KYBD,87,HUN,C12S","Keyboard/Mouse","1W217"
"4K804","KIT,CRD,FFP,3SLOT,720/820","Card",""
"NK87N","PRC,2425HE,2.1/2.2,6MB,ODA,D0","PRC","GKCMD"
"33223","CRD,WRLES,MCRD,4965,MOW1","Card","D237D"
"R094R","BASE,PTR,P513WN,AIO,US","Base Unit",""
"TC36T","SI,UD124,CRD,DVD/MPEG-2","Card",""
"7H757","PWR SPLY,180W,AIO,EPA,DELTA","PWR SPLY","9U307"
"30853","ASSY,KYBD,80,FR-EN,W/FP,SLR,B","Keyboard/Mouse",""
"05970","CON,HDR,2X2,M,R,PWR,G,PRFT","Mechanical",""
"31143","KIT,SPKR,15W,W370X,HSPTY","Miscellaneous",""
"84888","MOD,CDSK,DRVR,PTCD,LATUDE,D520","Miscellaneous",""
"XG87X","ASSY,BZL,BLU-R,BRS,3450","Plastics",""
"12591","SUBASSY,PLN,SP/XE 5100-2","Motherboards",""
"45514","MOD,DVD+/-RW,HLDS,CGSYD,VOS","Miscellaneous",""
"4R984","MOD,CVR,LCD,PIC5,SURFERS,1545","LCD",""
"93599","ASSY,PLMRST,81,SWI,9P33","Palmrest",""
"03540","PRTH,ASSY,W5300","Miscellaneous",""
"TW77T","PWA,DTRBD,PWR,W/CBL,3552,2SP","DB","GKCMD"
"R882R","PWA,PLN,DSC,VI7-1270P,TAA,5431","Motherboards",""
"WK73W","SVC,PLN,TPM,R7610,W8H","Motherboards","4U500"
"7W707","SSDR,800,S6,SED,2.5,M510DC,3,Z","SSDR",""
"YR94Y","ASSY,CHAS,7.0,PREPPED,PFC,HM","Mechanical",""
"VT97V","ASSY,CHAS,RKMNT,EN1235A","Mechanical",""
"C039C","ASSY,PWA,PLN,I7-11390,D,16,ICC","Motherboards","4U500"
"3J103","BTRY,PRI,7WHR,1C,LIION,PERCI","Battery","1W217"
"FF12F","KYBD,81,SPN-C,C13S","Keyboard/Mouse","1W217"
"50365","DIMM,1G,533M,128X64,8,240,2RX8","Memory","GKCMD"
"2T772","MOD,SW,VU32SP2,COA","SW",""
"59585","ASSY,SHRD,LF,PLSTC","Mechanical",""
"51255","MOD,PRC,G620,2.6,SNB,65W,OPTI","PRC",""
"75187","ASSY,KYBD,W/PLMRST,UK,3147G","Keyboard/Mouse","4U500B"
"1G351","KIT,SW,LKEY,VDI2.1,10,4YR","SW",""
"YK72Y","TRAY,W/LBLS,PLSTC,8 HD,R620","Mechanical",""
"5P535","MOD,MDM,MBLBB,DW5530,HPB,SWI","Miscellaneous",""
"DT29D","ASSY,CRD,RSR1C,1X8,2X16,R940XA","Card",""
"08830","SI,859691,IMG,WXP,D800,GOV","Miscellaneous",""
"58315","HD,36G,SAS,3,15K,3.5,SGT,15K4","HDD","H1053"
"N919N","ASSY,DVDRW/BD-ROM,8X,05,HLDS","Miscellaneous","02087_A07"
"6T796","SI,HD,1TB,7K,SATAU,SGT","HDD",""
"8T768","BZL,WX+,W/O-CMRA,R/H,MKP,V2","Plastics","4U500B"
"40724","MOD,SW,REDFLAG,W/O HD,CCC","SW",""
"84588","PWB,PLN,DISCRT,PORT,LNVZ","Motherboards",""
"WT85W","SVC,PLN,I3-3217U,DTP,6430U","Motherboards",""
"VY26V","CUS,SW,LKEY,SCIM,V3,80N,2S,3Y","SW",""
"2F452","ASSY,PWA,NBK,I9,4,AX500,9500","Motherboards","4U500"
"39233","MOD,CDRW/DVD,PHILIPS,LAT-D,SW","Miscellaneous",""
"2V412","ASSY,KYBD,W/MY,83,NORW,3380W","Keyboard/Mouse",""
"58935","ASSY,CBL,INTFC,SAS,HD,4,PWS","Cable","Envelope"
"D484D","MOD,LKEY,PLTSP,MIGR,X2X,5PK","Miscellaneous",""
"DF36D","CTRG,TONR,20K,REGLR,B3465","Mechanical",""
"34353","CUS,DIMM,512M,400M,H0881,BCC","Memory",""
"73237","SI,231773,MOD,IMG,WXP,BCC","Miscellaneous",""
"4H634","ADPT,AC,EXT,30W,2P,ARG,910","Adapter",""
"MX15M","SUBASSY,HD,10GB,9.5MM,HIT,CRNA","HDD",""
"WJ24W","ASSY,HTSNK,CPU,5470 AIO","Heatsink",""
"35203","SI,781305,IMG,W2K,GX260,BCC","Miscellaneous",""
"V596V","ASSY,PWA,PLN,I5-10500H,4,P0,B","Motherboards","4U500"
